refDate,reporterISO,reporterDesc,flowDesc,partnerDesc,cmdCode,cmdDesc,qtyUnitAbbr,qty,isQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,primaryValue
2021-03-01,CAN,Canada,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,1748729622.648,True,1748729622.648,True,0.0,False,887532668.298
2021-03-01,CHL,Chile,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,707018130.0,False,707018130.0,False,0.0,False,330256604.71
2021-03-01,CHN,China,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,49640315459.0,False,49640315459.0,False,0.0,False,22813957123.0
2021-03-01,COL,Colombia,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,285831.0,False,285831.0,False,0.0,False,51193.53
2021-03-01,HRV,Croatia,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,98400910.0,False,98400910.0,False,0.0,False,51153333.0
2021-03-01,CZE,Czechia,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,507813058.619,True,507813058.619,True,0.0,False,230579682.0
2021-03-01,DNK,Denmark,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,693911040.0,False,693911040.0,False,0.0,False,341312310.124
2021-03-01,EGY,Egypt,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,340243376.881,True,340243376.881,True,0.0,False,172683706.07
2021-03-01,EST,Estonia,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,5.0,False,5.0,False,0.0,False,262.28
2021-03-01,FIN,Finland,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,780893923.0,False,780893923.0,False,0.0,False,353312363.809
2021-03-01,DEU,Germany,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,6304006308.0,False,6304006308.0,False,0.0,False,2901789396.978
2021-03-01,GRC,Greece,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,2162809700.0,False,2162809700.0,False,0.0,False,981171598.464
2021-03-01,GTM,Guatemala,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,13432.0,False,13432.0,False,0.0,False,30150.0
2021-03-01,HUN,Hungary,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,420947491.0,False,420947491.0,False,0.0,False,200825334.0
2021-03-01,IND,India,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,16236403000.0,False,16236403000.0,False,0.0,False,7328348845.636
2021-03-01,IDN,Indonesia,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,1580097500.0,False,1580097500.0,False,0.0,False,754885795.0
2021-03-01,IRL,Ireland,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,341819398.0,False,341819398.0,False,0.0,False,163730045.75
2021-03-01,ISR,Israel,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,1306493100.224,True,1306493100.224,True,0.0,False,476734000.0
2021-03-01,ITA,Italy,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,4718183373.0,False,4718183373.0,False,0.0,False,2251846823.46
2021-03-01,JPN,Japan,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,10392948300.0,False,10392948300.0,False,0.0,False,4691926921.428
2021-03-01,LSO,Lesotho,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,15052.0,False,15052.0,False,15052.0,False,33948.013
2021-03-01,LTU,Lithuania,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,661874000.0,False,661874000.0,False,0.0,False,313629727.0
2021-03-01,LUX,Luxembourg,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,1190.0,False,1190.0,False,0.0,False,5640.192
2021-03-01,MYS,Malaysia,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,259584200.0,False,259584200.0,False,0.0,False,127354440.132
2021-03-01,MLT,Malta,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,25.0,False,25.0,False,0.0,False,317.706
2021-03-01,MOZ,Mozambique,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,910.0,False,910.0,False,0.0,False,693.979
2021-03-01,MMR,Myanmar,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,480.0,False,480.0,False,0.0,False,430.74
2021-03-01,NAM,Namibia,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,1076226.0,False,1076226.0,False,0.0,False,674080.846
2021-03-01,NLD,Netherlands,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,5965765700.0,False,5965765700.0,False,0.0,False,3112601060.603
2021-03-01,NZL,New Zealand,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,118878000.0,False,118878000.0,False,119847000.0,False,53989302.782
2021-03-01,NIC,Nicaragua,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,53730800.0,False,53730800.0,False,0.0,False,31341585.69
2021-03-01,NOR,Norway,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,249005000.0,False,249005000.0,False,0.0,False,122253059.502
2021-03-01,PAK,Pakistan,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,625501000.0,False,625501000.0,False,0.0,False,269251176.597
2021-03-01,POL,Poland,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,1438444097.0,False,1438444097.0,False,0.0,False,625045157.0
2021-03-01,PRT,Portugal,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,947303200.0,False,947303200.0,False,0.0,False,438423322.787
2021-03-01,QAT,Qatar,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,53400.0,False,53400.0,False,0.0,False,21134.084
2021-03-01,KOR,Rep. of Korea,Import,World,2709,Petroleum oils and oils obtained from bituminous minerals; crude,kg,9618346502.75,False,9618346502.75,False,0.0,False,4532164514.0
